State,City,Locality,Dealer,Email,Mobile number
Andhra Pradesh,Kadapa,Govt. Hospital Road,"National Refrigeration
S Mansoor Ahmed
21/660
Govt. Hospital Road, Kadapa, Andhra Pradesh
516001
08552-246660
9440281043
nationalref.kdp@gmail.com", nationalref.kdp@gmail.com, 9440281043
Andhra Pradesh,Kadapa,Kedapa,"Ganesh Marketing
G Ravi Kumar
D.No:19/201-1, Madras Road
Kedapa, Kadapa, Andhra Pradesh
516001
856221148|9395595537
gmc.kadapa@gmail.com", gmc.kadapa@gmail.com, 856221148|9395595537
Andhra Pradesh,Kakinada,Jawahar Street,"Padma Trading Company
Padma Raju C
D no. 12-1-41, Jawahar St, NR Balatripurasundari Temple
Jawahar Street, Kakinada, Andhra Pradesh
533001
08846691691
9849110920
6691695- 884
priyavision@yahoo.com", priyavision@yahoo.com, 9849110920
Andhra Pradesh,Kakinada,Surya Rao Pet,"SES AIRCON PVT. LTD.
Mr. Ch. Sunil Chowdary
D.NO. 12-1-15/16, Ramayya Street, Opp. Pindala Charvu,
Surya Rao Pet, Kakinada, Andhra Pradesh
533001
9849013637|9849219999",, 9849013637|9849219999
Andhra Pradesh,Kakinada,Suryarao Peta,"Sri Menitha Aircon
M.V.R Ramu
12-2-34/A, Opp. Balstripurssundari Temple, Ramayya Street
Suryarao Peta, Kakinada, Andhra Pradesh
533001
08842383007
9246650203|9848350203
acmramu@gmail.com", acmramu@gmail.com, 9246650203|9848350203
Andhra Pradesh,Kakinada,Temple Street,"Ramgopal Agencies
Kamal Kishore Lunani
26-1-17
Temple Street, Kakinada, Andhra Pradesh
533001
0884-2362098|2378076
9848162535
2380223
kklunani@yahoo.com", kklunani@yahoo.com, 9848162535
Andhra Pradesh,Khammam,By Pass Road,"Sri Comfort Air Products & Services
B.Kalyanaraman
D-7-3-313, Vijaya Nagar Colony,
By Pass Road, Khammam, Andhra Pradesh
9848115471
bkalyanaraman@yahoo.com, bka@sricomforts.com"," bkalyanaraman@yahoo.com, bka@sricomforts.com", 9848115471
Andhra Pradesh,Khammam,Khammam Bazar,No Dealers found,,
Andhra Pradesh,Kodad,Opp. Govt. Hospital,"Shree Tech Services
Mohammad Aziz
4-113/5/F
Opp. Govt. Hospital, Kodad, Andhra Pradesh
508206
08683-253786
9989966786
shreetech.kodad@gmail.com", shreetech.kodad@gmail.com, 9989966786
Andhra Pradesh,Kurnool,Park Road,"Sreenivasa Air Conditioners
Shop No 11&12, Bhupal Complex
Park Road, Kurnool, Andhra Pradesh
9849458071
sreenivasaairconditioners@gmail.com", sreenivasaairconditioners@gmail.com, 9849458071
Andhra Pradesh,Mahabubnagar,New Town,"Cool Comforts
Mr. Hohammed Faiyazuddin
Shop No. 1-10-149/1,
New Town, Mahabubnagar, Andhra Pradesh
50900
9949272767|85420277250
faiyaz.coolcomforts@yahoo.com", faiyaz.coolcomforts@yahoo.com, 9949272767|85420277250
Andhra Pradesh,Nellore,,"Cool Tech Enterprises & Services
Ground Floor Door No : 2/333 Sulochanamma Hospital Street, ,Nawabpet
Andhra Pradesh
524002
88855-35994|0861-2355994
cooltechenterprises@Outlook.com
Sainathan & Co
Mr P Ravindra Babu
14-1-431,Trunk Road
Trunk Road, Nellore, Andhra Pradesh
524001
8612325078
9849048666/9989511115
sainathan1939@gmail.com
Raj Refrigerations
P C Vinod
No.12 N C Buildings,
Subedarpet, Nellore, Andhra Pradesh
524001
0861 2333180
9866672833
rajrefrigerations.nlr@gmail.com
Divya Agencies
K Narasimha Reddy
28/937, S.No.5, VBR Estate, Wahab pet, Besides Surya International,
Wahabpet, Nellore, Andhra Pradesh
524003
0861 2334573
9849098858
divyaagencies.nlr@gmail.com", cooltechenterprises@Outlook.com sainathan1939@gmail.com rajrefrigerations.nlr@gmail.com divyaagencies.nlr@gmail.com, 9849048666/9989511115 9866672833 9849098858
Andhra Pradesh,Nellore,Nawabpet,No Dealers found,,
Andhra Pradesh,Nellore,Subedarpet,"Raj Refrigerations
P C Vinod
No.12 N C Buildings,
Subedarpet, Nellore, Andhra Pradesh
524001
0861 2333180
9866672833
rajrefrigerations.nlr@gmail.com", rajrefrigerations.nlr@gmail.com, 9866672833
Andhra Pradesh,Nellore,Trunk Road,"Sainathan & Co
Mr P Ravindra Babu
14-1-431,Trunk Road
Trunk Road, Nellore, Andhra Pradesh
524001
8612325078
9849048666/9989511115
sainathan1939@gmail.com", sainathan1939@gmail.com, 9849048666/9989511115
Andhra Pradesh,Nellore,Wahabpet,"Divya Agencies
K Narasimha Reddy
28/937, S.No.5, VBR Estate, Wahab pet, Besides Surya International,
Wahabpet, Nellore, Andhra Pradesh
524003
0861 2334573
9849098858
divyaagencies.nlr@gmail.com", divyaagencies.nlr@gmail.com, 9849098858
Andhra Pradesh,Ongole,Prakasam,"Sneha Electronics
Mr. Rahiman
Shop No 37 & 38, 1 St Line, Sbmc Complex,
Prakasam, Ongole, Andhra Pradesh
523001
08592 230599
9246464429
Snehaelectronics.ongole@gmail.com
Sneha Electronics
Mr. N Hemanth Kumar
5/38/1 Kurnool Road Opp Power Office,
Prakasam, Ongole, Andhra Pradesh
523002
08592 283939
9440018190
Snehaelectronics.ongole@gmail.com", Snehaelectronics.ongole@gmail.com Snehaelectronics.ongole@gmail.com, 9246464429 9440018190
Andhra Pradesh,Proddatur,Vedurla Bazaar,"Sree Raghavendra A/C & Refrigeration
Palakat Sankar Kumar
13/519,
Vedurla Bazaar, Proddatur, Andhra Pradesh
516360
08564-259113
9849294678|8897895499
sraghavendraac@gmail.com", sraghavendraac@gmail.com, 9849294678|8897895499
Andhra Pradesh,Rajahmundry,Mangalavarapupet,"Padmalaya Refrigeration Works & Services
K.Purnachandra Rao|Babaji
Door no.36-6-11, Near Sai Krishna Theatre, Stadium Road,
Mangalavarapupet, Rajahmundry, Andhra Pradesh
533101
0883-3202999|2476688
9849697545|
babaji_padmalaya@yahoo.com", babaji_padmalaya@yahoo.com, 9849697545|
Andhra Pradesh,Rajahmundry,Rajamundhry,"Why Not
Venkata Rayudu Jujjavarapu
Near Sai Lakshmi Theatre
Rajamundhry, Rajahmundry, Andhra Pradesh
9949222448|9246022448
whynot.tanuku@gmail.com", whynot.tanuku@gmail.com, 9949222448|9246022448
Andhra Pradesh,Secunderabad,18 R P Road,"Shah Electronics & Home Appliances P ltd
Neeraj Gulabray Shah
Shop No.4-2-6, 17
18 R P Road, Secunderabad, Andhra Pradesh
988580001
nishith@shahonline.com", nishith@shahonline.com, 988580001
Andhra Pradesh,Secunderabad,Bapujinagar,No Dealers found,,
Andhra Pradesh,Secunderabad,Kavadiguda,No Dealers found,,
Andhra Pradesh,Secunderabad,Military Dairy Farm Road,No Dealers found,,
Andhra Pradesh,Secunderabad,Musheerabad,"O.G. World
Mrs. Yamuna Reddy|Mr. Raji Reddy
6-1-89/A, Bapuji Nagar, - 20
Musheerabad, Secunderabad, Andhra Pradesh
040-27170466
9849007398|9652233300
040-27506253
ogworlds@gmail.com", ogworlds@gmail.com, 9849007398|9652233300
Andhra Pradesh,Secunderabad,Old Bowenpally,"Airtronics
G Pavan Kumar Reddy
8-5-189, Street No.5, Mallikarjuna Colony,
Old Bowenpally, Secunderabad, Andhra Pradesh
040- 401112376
9848327106
airtronics2007@yahoo.co.in", airtronics2007@yahoo.co.in, 9848327106
Andhra Pradesh,Secunderabad,Picket,"Himani RAC Technologies Pvt. Ltd.
P Suman Krishna
27, Vijaya Nagar Colony
Picket, Secunderabad, Andhra Pradesh
500026
9246152798
himanirac@gmail.com", himanirac@gmail.com, 9246152798
Andhra Pradesh,Secunderabad,Ram Gopalpet,"Heat Crafts Engineer's
S.Vidya Sagar
2-4-533, (A.P.)
Ram Gopalpet, Secunderabad, Andhra Pradesh
500003
040-27819204
9848153254
sripathi.vidyasagar@yahoo.com", sripathi.vidyasagar@yahoo.com, 9848153254
Andhra Pradesh,Secunderabad,S.D. Road,"Srinivasa Enterprises
Mr.T.Gopal
126/A, II Floor, Thirmula Complex, S.D.Road,
S.D. Road, Secunderabad, Andhra Pradesh
500003
040-27849910|27897652
9848969620
040-27721803
salesadmin@srinivasaengg.com", salesadmin@srinivasaengg.com, 9848969620
Andhra Pradesh,Secunderabad,Thokatta,"Hi-Tech York Systems
K Sambasiva Rao
Plot no.-3, Plaza Sadan
Thokatta, Secunderabad, Andhra Pradesh
4027757615|9959266990
htysindia@gmail.com", htysindia@gmail.com, 4027757615|9959266990
Andhra Pradesh,Secunderabad,West Marredpally,No Dealers found,,
Andhra Pradesh,Srikakulam,Nanubala Street,"Sri Sampath Vinayaka Agencies
Mr. A Pradeep Kumar
4-4-96, Nanubala Street, Near Income Tax Office, Srikakulam
Nanubala Street, Srikakulam, Andhra Pradesh
9247089777|9848597777
deepuannepu@gmail.com", deepuannepu@gmail.com, 9247089777|9848597777
Andhra Pradesh,Tanuku,Main Road,"Sri Dhanalakshmi Agencies
Ch.mahendranath
21-14-13
Main Road, Tanuku, Andhra Pradesh
9849435678
sdltanuku@gmail.com", sdltanuku@gmail.com, 9849435678
Andhra Pradesh,Tenali,Bose Road,"Jyothi Digital World
Y Krishna kanth
22-11-83, K.K Arcade
Bose Road, Tenali, Andhra Pradesh
9533562699
jyothidigitalworld@hotmail.com", jyothidigitalworld@hotmail.com, 9533562699
Andhra Pradesh,Tenali,Sharoff bazar,"Comfort Cool Refrigerators & Air Conditioners
Shaik Mohammad Rafi
16/24/35, Opp.Panchamukha Anjaneya, SwamyTmpl, Guntu
Sharoff bazar, Tenali, Andhra Pradesh
522201
comfortcooltenali", comfortcooltenali,
Andhra Pradesh,Tirupati,Annamaiah Marg,"Sri Comfort Air Products & Services
B.Kalyanaraman
D.No.19-4-9/R, Prince Avenue, Flat no. 202, II Floor,
Annamaiah Marg, Tirupati, Andhra Pradesh
9848115471
bkalyanaraman@yahoo.com, bka@sricomforts.com"," bkalyanaraman@yahoo.com, bka@sricomforts.com", 9848115471
Andhra Pradesh,Tirupati,Nethaji Road,"S.V.Digital
Ms Sudha
16/1/17
Nethaji Road, Tirupati, Andhra Pradesh
517501
9394446437
svdigit@gmail.com", svdigit@gmail.com, 9394446437
Andhra Pradesh,Tirupati,T.K. Street,"Universal Refrigeration & A.C. Works
Mr.M.Madhava Reddy
10-3-138A/3, (Beside Srinivasa Theatre),
T.K. Street, Tirupati, Andhra Pradesh
517501
0877-2252348
9866154912|9989376643
universalrac@gmail.com", universalrac@gmail.com, 9866154912|9989376643
Andhra Pradesh,Tirupati,Tirumala By Pass Road,"Silpa Marketing
Smt. A.Silpa
20-01-202(G), Korlagunta, Opp. Shridi Sai Baba Temple,
Tirumala By Pass Road, Tirupati, Andhra Pradesh
0877-2222245
9246999505
sudhakar_amilineni@yahoo.co.in", sudhakar_amilineni@yahoo.co.in, 9246999505
Andhra Pradesh,Vijayawada,Eluru Road,"Sonovision Enterprises
Mr. Bhaskara Moorty
Eluru Road
Eluru Road, Vijayawada, Andhra Pradesh
520002
0866-2434216
sonovision@rediff.com", sonovision@rediff.com, 0866-2434216
Andhra Pradesh,Vijayawada,Gopala Reddy Road,"National Aircon Projects
S Shamuddin
27/37/5B, Opp Old Bus Stand
Gopala Reddy Road, Vijayawada, Andhra Pradesh
520002
9848238864
shamuddin@nationalaircon.in", shamuddin@nationalaircon.in, 9848238864
Andhra Pradesh,Vijayawada,Labbipet,"Rapt Agencies
Suman Nandamuri
D.No 40-15-12, 1st Floor,Nandamuri Niyam, Nandamuri Road
Labbipet, Vijayawada, Andhra Pradesh
520010
9989856789
suman@rapt.co.in
Kim Cools
Shaik Muneer
39-10-1, Anjnana Apartments
Labbipet, Vijayawada, Andhra Pradesh
520010
6633788
9246439988
kimcools4@gmail.com", suman@rapt.co.in kimcools4@gmail.com, 9989856789 9246439988
Andhra Pradesh,Vijayawada,MG Road,"S V Engineers
Parthasarathy
40/1/142/A, GFC, Mallika Apartments
MG Road, Vijayawada, Andhra Pradesh
520010
8662491155
svengineersvja@gmail.com
Breeze N Freeze Engg.
G.Vishali|Srinivasu
39-1-59, Labbipeta
MG Road, Vijayawada, Andhra Pradesh
520010
9247070293 |9246670288
breeze_frzvja@yahoo.in", svengineersvja@gmail.com breeze_frzvja@yahoo.in, 9247070293 |9246670288
Andhra Pradesh,Vijayawada,Moghal Raj Puram,"Kalyani Enterprises
Mr.U Srinivas
Shop No.11 & 12, Madhav Plaza,
Moghal Raj Puram, Vijayawada, Andhra Pradesh
520010
0866 2498008
9989788888|9000403003
0866 2480809
sriuppala@hotmail.com, kalyani_daikin@yahoo.co.in"," sriuppala@hotmail.com, kalyani_daikin@yahoo.co.in", 9989788888|9000403003
Andhra Pradesh,Vijayawada,Museum Road,"SRR E City
Mr.SVR Mohan Rao
29-13-125, 126
Museum Road, Vijayawada, Andhra Pradesh
520002
0866-2444295| 2444296-97
9618279453
0866-2444297
srrgroup@rediffmail.com,srrecity@gmail.com>"," srrgroup@rediffmail.com,srrecity@gmail.com>", 9618279453
Andhra Pradesh,Vijayawada,Patamata,"Reliance Digital Retail Ltd.
Mohan Vadde
Ground Floor, No.73hal, MG Road, 520010-1-10/1, 73-1-13 Opp Durga Ma
Patamata, Vijayawada, Andhra Pradesh
8008404239
Mohan.Vadde@zmail.ril.com", Mohan.Vadde@zmail.ril.com, 8008404239
Andhra Pradesh,Vijayawada,Ram Nagar,"Sai Sindhu Inc
A Lavanya Kumar
D No.26-15-12/105, Siddhartha Apartments,,
Ram Nagar, Vijayawada, Andhra Pradesh
520003
0866-661611
saisindhuinc@yahoo.com", saisindhuinc@yahoo.com,
Andhra Pradesh,Vijayawada,Seetharamapuram,"Ramcor
K.V S Prakash Rao
D.No. 33-21-33, Eluru Road
Seetharamapuram, Vijayawada, Andhra Pradesh
520002
0866-2431333 |0866-2431334
9849086242 |9866131013
vb@ramcorgroup.in", vb@ramcorgroup.in, 9849086242 |9866131013
Andhra Pradesh,Vijayawada,Seshadri Sastry Street,"K M Cooling Systems
Sheikh Usman
29-1-20, Governorpet
Seshadri Sastry Street, Vijayawada, Andhra Pradesh
9704786789
kmcoolingsystems@gmail.com", kmcoolingsystems@gmail.com, 9704786789
Andhra Pradesh,Vijayawada,Veternary Colony,"SES AIRCON PVT. LTD.
Ch. Sunil Chowdary|M.Jagan Mohan Reddy
52/1/3-4/2,
Veternary Colony, Vijayawada, Andhra Pradesh
520008
9849013637|9849219999
ses.aircon@gmail.com", ses.aircon@gmail.com, 9849013637|9849219999
Andhra Pradesh,Visakhapatnam,,"SN ECO SYATEMS
Manohar Raju
#12-113/4, Baba Nagar, Near Vijetha Super Market, PM Palem, Madhurwada
Andhra Pradesh
530041
8886247000
Cool Inc
Priti Jain / Ramakrishna
D No.47-9-10, Subhadra Complex
Shankarmatam Road, Visakhapatnam, Andhra Pradesh
0891-2732111
9441703935
coolinc1902@yahoo.in
Chill Air Engineering
D N N Ganesh
51-15-1/1, DeensCmplx, NH-5 Satyam Jn
Nakkavanipalem, Visakhapatnam, Andhra Pradesh
530013
9848522999
chillairengineering@gmail.com
Cool Concepts
Ms. PS V Jayalakshmi
12-01-18, Beside Hotel Green Park
Waltair Main Road, Visakhapatnam, Andhra Pradesh
530012
0891- 2706825
9848196400
repvsp@rediffmail.com
Sri Rama Marketing
Mr. S Mrutyanjaya Rao
D.No. 49-54-15/3/3, III Floor, Balayyasastry Layout,
Seethammadhara, Visakhapatnam, Andhra Pradesh
530013
0891- 6455229|6452424
9849984477
srmho@yahoo.com,sriramamarketing@yahoo.co.in
Reliance Digital Retail Ltd.
Aiman Ahmed
Reliance Digital Vizag Store, First Flr CMR Mall D.No.52-1-353638, New Resapuvani Palem VIZAG
Maddilapalem, Visakhapatnam, Andhra Pradesh
530013
9908664001
aiman.ahmed@ril.com
Air N Gas Controls
Mr.Md. Yaseen Baba|Mr.Mohd. Khaja Mohiddin
D.No. 43-14-12, Near Municipal High School,,
Railway New Colony, Visakhapatnam, Andhra Pradesh
530016
0891-2734968|2792526
9849849627|9866695968
airngas@yahoo.co.in
Srinu Refrigeration Works
Mr.G.Srinivasa Rao
D/no. 46-13-35/1, Dondaparthy, Back side of Bata Show Room,
Vizag, Visakhapatnam, Andhra Pradesh
0891-2563480|6521886
9848195178|9246627178
0891-2563480
lgsring_2006@yahoo.co.in
M/s. Damayanti Engineering Systems
Mr S. Maheshwara Rao|Mrs. Harika
# 52 -1-6, Old Resapuvanipalem,
Maddilapalam, Visakhapatnam, Andhra Pradesh
530013
0891-2725030
9849983606|9849983607
8912725030
de.systems@yahoo.com
Sowndarya Marketing
S Gowri Chakradhar Rao
D No.49-54-15/3, B.S.Layout
Seethammadhara, Visakhapatnam, Andhra Pradesh
530013
9573677788
8916455229
sowndaryamarketing@gmail.com
Green Air Engineering
Kakarlapudi Uma Shankar
Shop No 2, Door No 51-15-1&1/1, Opp. Tech Mahindra
Nakkavanipalem, Visakhapatnam, Andhra Pradesh
530013
0891-2515616
8333010676
greenairengineering@yahoo.com
Breeze N Freeze
G. V. V. Giri
49 - 9 - 34 Vizag
Lalitha Nagar, Visakhapatnam, Andhra Pradesh
530016
0891 2525224 |0891 6458789
9848194945
breeze_frz@yahoo.co.in, accounts@bnfindia.com
Himani Cool Home
D No.50-81-31, Santhipuram,
Seethammapeta Main Road, Visakhapatnam, Andhra Pradesh
530016
0891 2722399
9394222399
himanicoolhome@yahoo.in
Vignesh Refac Co
Ms Indu Jain
46-20-84, Mandavari Street,
Dondaparthi Junction, Visakhapatnam, Andhra Pradesh
16
0891 2536130
9849122570
vigneshrefacco@yahoo.in"," coolinc1902@yahoo.in chillairengineering@gmail.com repvsp@rediffmail.com srmho@yahoo.com,sriramamarketing@yahoo.co.in aiman.ahmed@ril.com airngas@yahoo.co.in lgsring_2006@yahoo.co.in de.systems@yahoo.com sowndaryamarketing@gmail.com greenairengineering@yahoo.com breeze_frz@yahoo.co.in, accounts@bnfindia.com himanicoolhome@yahoo.in vigneshrefacco@yahoo.in", 8886247000 9441703935 9848522999 9848196400 9849984477 9908664001 9849849627|9866695968 9848195178|9246627178 9849983606|9849983607 8916455229 8333010676 9848194945 9394222399 9849122570
Andhra Pradesh,Visakhapatnam,Dondaparthi Junction,"Vignesh Refac Co
Ms Indu Jain
46-20-84, Mandavari Street,
Dondaparthi Junction, Visakhapatnam, Andhra Pradesh
16
0891 2536130
9849122570
vigneshrefacco@yahoo.in", vigneshrefacco@yahoo.in, 9849122570
Andhra Pradesh,Visakhapatnam,Lalitha Nagar,"Breeze N Freeze
G. V. V. Giri
49 - 9 - 34 Vizag
Lalitha Nagar, Visakhapatnam, Andhra Pradesh
530016
0891 2525224 |0891 6458789
9848194945
breeze_frz@yahoo.co.in, accounts@bnfindia.com"," breeze_frz@yahoo.co.in, accounts@bnfindia.com", 9848194945
Andhra Pradesh,Visakhapatnam,Maddilapalam,"M/s. Damayanti Engineering Systems
Mr S. Maheshwara Rao|Mrs. Harika
# 52 -1-6, Old Resapuvanipalem,
Maddilapalam, Visakhapatnam, Andhra Pradesh
530013
0891-2725030
9849983606|9849983607
8912725030
de.systems@yahoo.com", de.systems@yahoo.com, 9849983606|9849983607
Andhra Pradesh,Visakhapatnam,Maddilapalem,"Reliance Digital Retail Ltd.
Aiman Ahmed
Reliance Digital Vizag Store, First Flr CMR Mall D.No.52-1-353638, New Resapuvani Palem VIZAG
Maddilapalem, Visakhapatnam, Andhra Pradesh
530013
9908664001
aiman.ahmed@ril.com", aiman.ahmed@ril.com, 9908664001
Andhra Pradesh,Visakhapatnam,Nakkavanipalem,"Chill Air Engineering
D N N Ganesh
51-15-1/1, DeensCmplx, NH-5 Satyam Jn
Nakkavanipalem, Visakhapatnam, Andhra Pradesh
530013
9848522999
chillairengineering@gmail.com
Green Air Engineering
Kakarlapudi Uma Shankar
Shop No 2, Door No 51-15-1&1/1, Opp. Tech Mahindra
Nakkavanipalem, Visakhapatnam, Andhra Pradesh
530013
0891-2515616
8333010676
greenairengineering@yahoo.com", chillairengineering@gmail.com greenairengineering@yahoo.com, 9848522999 8333010676
Andhra Pradesh,Visakhapatnam,Railway New Colony,"Air N Gas Controls
Mr.Md. Yaseen Baba|Mr.Mohd. Khaja Mohiddin
D.No. 43-14-12, Near Municipal High School,,
Railway New Colony, Visakhapatnam, Andhra Pradesh
530016
0891-2734968|2792526
9849849627|9866695968
airngas@yahoo.co.in", airngas@yahoo.co.in, 9849849627|9866695968
Andhra Pradesh,Visakhapatnam,Seethammadhara,"Sowndarya Marketing
S Gowri Chakradhar Rao
D No.49-54-15/3, B.S.Layout
Seethammadhara, Visakhapatnam, Andhra Pradesh
530013
9573677788
8916455229
sowndaryamarketing@gmail.com
Sri Rama Marketing
Mr. S Mrutyanjaya Rao
D.No. 49-54-15/3/3, III Floor, Balayyasastry Layout,
Seethammadhara, Visakhapatnam, Andhra Pradesh
530013
0891- 6455229|6452424
9849984477
srmho@yahoo.com,sriramamarketing@yahoo.co.in"," sowndaryamarketing@gmail.com srmho@yahoo.com,sriramamarketing@yahoo.co.in", 8916455229 9849984477
Andhra Pradesh,Visakhapatnam,Seethammapeta Main Road,"Himani Cool Home
D No.50-81-31, Santhipuram,
Seethammapeta Main Road, Visakhapatnam, Andhra Pradesh
530016
0891 2722399
9394222399
himanicoolhome@yahoo.in", himanicoolhome@yahoo.in, 9394222399
Andhra Pradesh,Visakhapatnam,Shankarmatam Road,"Cool Inc
Priti Jain / Ramakrishna
D No.47-9-10, Subhadra Complex
Shankarmatam Road, Visakhapatnam, Andhra Pradesh
0891-2732111
9441703935
coolinc1902@yahoo.in", coolinc1902@yahoo.in, 9441703935
Andhra Pradesh,Visakhapatnam,Vizag,"Srinu Refrigeration Works
Mr.G.Srinivasa Rao
D/no. 46-13-35/1, Dondaparthy, Back side of Bata Show Room,
Vizag, Visakhapatnam, Andhra Pradesh
0891-2563480|6521886
9848195178|9246627178
0891-2563480
lgsring_2006@yahoo.co.in", lgsring_2006@yahoo.co.in, 9848195178|9246627178
Andhra Pradesh,Visakhapatnam,Waltair Main Road,"Cool Concepts
Ms. PS V Jayalakshmi
12-01-18, Beside Hotel Green Park
Waltair Main Road, Visakhapatnam, Andhra Pradesh
530012
0891- 2706825
9848196400
repvsp@rediffmail.com", repvsp@rediffmail.com, 9848196400
Assam,Guwahati,A. T. Road,"Multi Trade
Mr. Manoj Jajodia|Sanjay Jalan
Jajodia Complex, Bharalumukh,
A. T. Road, Guwahati, Assam
781009
2546- 2622541552
9435019540
2737526
sanjay@nanotechindia.com", sanjay@nanotechindia.com, 9435019540
Assam,Guwahati,Ambari,"Surabhi Enterprise
Suman Roy
M R Tower, GNB Road
Ambari, Guwahati, Assam
781001
2970901
9957576702",, 9957576702
Assam,Guwahati,Basistha Chariali,"Maitri Traders
Nitish Chandra Sarkar
Dr. Bhabendra Nath Saikia Road, Basistha Complex
Basistha Chariali, Guwahati, Assam
781029
9864013718
maitri.tradersmtl@gmail.com", maitri.tradersmtl@gmail.com, 9864013718
Assam,Guwahati,G S Road,"R. J. Electronics
Sanjay Kr. Nahata
3rd Floor, Century Plaza, Ganeshguri
G S Road, Guwahati, Assam
781006
9435061649
rjelectronics01@gmail.com", rjelectronics01@gmail.com, 9435061649
